userId,firstName,lastName,email,langKey,externalId
bd456b7d-795e-11e8-b267-005056ac3cda,Danese,PCIFede,dad_pci@yopmail.com,it,CHA1003488
0e5a3d58-7966-11e8-b267-005056ac3cda,Danese,DEFede,dad_de@yopmail.com,fr,CHA1003489
bb112031-79ea-11e8-b267-005056ac3cda,Test,Stellensuchener,stesseco@yopmail.com,de,CHA1003494
a779d516-79de-11e8-b267-005056ac3cda,TEST,Arbeitgeber,regag1@yopmail.com,de,CHA1003490
0cc6d260-ffb5-11e8-95b6-005056ac3cda,Tester,Tester,pado-staging-company-001@yopmail.com,de,CHA1004230
4548dff6-ffb4-11e8-95b6-005056ac3cda,Tester,Tester,pado-staging-pav-001@yopmail.com,de,CHA1004229
a8146889-1411-11e9-ade7-005056ac3cda,iuka-staging,iuka-staging,iuka-staging-pav-001@yopmail.com,de,CHA1004255
38dc25a6-2633-11e9-9ccf-005056ac3cda,Biro,Marton,mabi.portal1@yopmail.com,de,CHA1004347
0860642a-286a-11e9-9ccf-005056ac3cda,Test,Sven,sven-staging-pav-003@yopmail.com,de,CHA1004354
3c7f06e0-2497-11e9-9ccf-005056ac3cda,JOSIPA,MARIC,stes22_17_12_2018@yopmail.com,de,CHA1004236
ebbdf55f-1296-11e9-be13-005056ac3cda,Pavelo,Pav,pav@byom.de,de,CHA1004249
a0ec1a8a-a54e-11e8-9999-005056ac3cda,staging-comp-fago2,staging-comp-fago,staging-comp-fago@yopmail.com,de,CHA1003660
42b16a6d-0ce8-11e9-8299-005056ac3cda,Tester,Fanki,fanki_test@gmx.ch,de,CHA1004244
b6a9b70f-2b7e-11e9-b583-005056ac3cda,Noemi,Marchionni,vermittlung-professionals@yopmail.com,de,CHA1004386
6959a2f4-2a21-11e9-b583-005056ac3cda,Hansi,Tester,jobad-tester@yopmail.com,de,CHA1004380
48bb5778-2a09-11e9-b583-005056ac3cda,PAV,Tester,an-eiam-test-21@byom.de,de,CHA1004378
6fb70c56-2b86-11e9-b583-005056ac3cda,Peter,Registrierungstester,pe_ret@yopmail.com,de,CHA1004389
a444e998-8126-11e8-9144-005056ac3cda,Test,Tester,staging-jobroom-pado-stes@yopmail.com,en,CHA1003528
070dd166-128f-11e9-be13-005056ac3cda,Tester,Pado,pado-staging-pav-002@yopmail.com,de,CHA1004250
4a887b0d-2ed9-11e9-8e6e-005056ac3cda,testfago,test,comp-testtest-fago@yopmail.com,de,CHA1004396
9f24819d-2b92-11e9-b583-005056ac3cda,User,Test,stagingportal_stes@yopmail.com,de,CHA1004392
1f00a39a-1eff-11e9-bde3-005056ac3cda,User,Test,stagingportal_pav@yopmail.com,de,CHA1004297
